Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1987,0,2,17323.0,0,0,1349827200,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0
1978,2,0,35544.0,1,0,1394236800,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0
1977,0,2,41443.0,1,0,1396310400,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0
1986,0,2,23477.0,1,0,1382313600,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0
1982,1,1,32313.0,1,0,1360540800,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0
1955,0,3,37244.0,1,1,1367020800,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0
1972,1,2,57091.0,0,1,1353628800,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1
1975,4,0,49514.0,1,0,1387238400,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0
1961,0,2,36443.0,1,1,1359849600,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0
1969,2,2,42169.0,1,1,1382140800,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0
1977,0,2,31353.0,1,1,1388275200,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0
1966,0,4,79946.0,0,0,1399852800,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0
1979,1,1,27922.0,1,0,1399680000,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0
1957,0,2,52852.0,0,1,1354320000,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0
1968,0,2,45688.0,0,1,1390608000,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0
1968,0,0,70566.0,0,1,1381017600,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0
1973,2,2,27159.0,1,1,1396051200,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0
1958,0,0,49967.0,0,1,1373241600,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0
1971,2,2,49505.0,1,1,1362441600,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0
1969,2,0,39858.0,1,0,1358985600,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1
1977,2,2,55842.0,0,1,1400803200,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0
1946,0,2,78569.0,0,0,1392768000,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1
1963,0,2,22419.0,0,0,1366243200,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
1979,0,1,90300.0,0,0,1388707200,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0
1966,1,1,47472.0,1,1,1379289600,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0
1987,1,0,42000.0,0,0,1357776000,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1
1977,1,0,42997.0,1,1,1386374400,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0
1983,0,2,36790.0,0,0,1362096000,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1
1980,1,0,76412.0,0,0,1367712000,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1
1976,0,2,17148.0,1,0,1390867200,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0
1953,2,2,65569.0,0,1,1352073600,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0
1969,4,2,46831.0,1,1,1370649600,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0
1956,2,1,14661.0,0,0,1356998400,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
1969,0,1,38361.0,1,0,1388102400,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
1962,0,2,86111.0,0,0,1366329600,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0
1985,0,1,54006.0,1,0,1347926400,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0
1982,1,1,70038.0,0,0,1382659200,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0
1983,0,2,30096.0,1,0,1400716800,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0
1968,0,2,19329.0,1,0,1386979200,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0
1974,0,2,45837.0,1,1,1374796800,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0
1952,2,1,55951.0,0,1,1345680000,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0
1965,0,1,75276.0,0,0,1348704000,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0
1973,0,2,79593.0,0,0,1399852800,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0
1989,0,0,18358.0,1,0,1384905600,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0
1968,0,0,35893.0,1,1,1350259200,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0
1958,2,5,61331.0,1,1,1362873600,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,0
1962,0,0,76624.0,0,1,1400889600,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0
1955,4,1,74805.0,0,1,1383696000,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0
1981,4,1,75774.0,1,0,1398988800,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
1957,0,2,47743.0,0,1,1363910400,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0
1965,2,1,45143.0,0,1,1377475200,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0
1976,0,2,7500.0,1,0,1343779200,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1
1963,4,2,32632.0,0,0,1343865600,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0
1970,0,1,22070.0,1,0,1380844800,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0
1985,4,0,41473.0,1,0,1371600000,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0
1982,1,2,84169.0,0,0,1375833600,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1
1974,0,1,75702.0,0,1,1350172800,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0
1990,0,0,64509.0,0,0,1376697600,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,1
1983,1,3,90687.0,0,0,1369180800,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1
1975,2,0,46098.0,1,1,1345248000,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0
1971,2,2,35178.0,1,0,1357776000,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
1973,0,2,24639.0,1,1,1390867200,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0
1986,3,2,20425.0,1,0,1351468800,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0
1966,3,1,22634.0,0,0,1358294400,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0
1966,1,0,78420.0,0,0,1372464000,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0
1965,1,0,40760.0,0,1,1377820800,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0
1984,0,0,34738.0,1,0,1399766400,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0
1950,1,2,54432.0,2,1,1368057600,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0
1959,2,4,33051.0,0,0,1345075200,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1
1955,2,3,70638.0,0,0,1370044800,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0
1959,0,3,63033.0,0,0,1384473600,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0
1958,0,3,78331.0,0,1,1390435200,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0
1982,0,2,28718.0,1,0,1373673600,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0
1979,0,3,15287.0,1,0,1349827200,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1
1979,0,0,60474.0,0,1,1364774400,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
1959,0,2,18690.0,0,0,1356652800,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
1970,0,3,54137.0,0,1,1376611200,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0
1964,0,0,18701.0,1,1,1370304000,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0
1960,4,2,82504.0,0,0,1374883200,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0
1973,1,5,35860.0,1,1,1400457600,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,1
1970,0,0,52247.25135379061,1,2,1377216000,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0
1972,0,0,44503.0,1,1,1397606400,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0
1974,2,2,63206.0,0,0,1395273600,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0
1973,0,2,27803.0,1,0,1345939200,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0
1970,4,2,15315.0,0,0,1375488000,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
1965,1,3,36921.0,1,1,1374969600,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,0
1963,2,1,57288.0,0,1,1403654400,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0
1969,0,0,72679.0,0,1,1379462400,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0
1962,0,3,63887.0,0,1,1347062400,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0
1965,0,2,72190.0,0,0,1360713600,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0
1954,2,1,52247.25135379061,0,1,1371945600,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0
1964,1,2,60896.0,0,1,1349913600,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,0,1
1957,0,2,62187.0,0,0,1372982400,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0
1961,2,1,74881.0,1,1,1362700800,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0
1981,0,2,29009.0,1,0,1385683200,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0
1982,0,1,50272.0,1,0,1375833600,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0
1991,4,0,61618.0,0,0,1348876800,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0
1988,0,2,38872.0,1,0,1369872000,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0
1970,1,1,64413.0,0,1,1375315200,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
1982,4,2,57937.0,0,1,1392508800,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0
1985,1,2,64355.0,1,0,1345766400,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0
1970,0,3,72967.0,0,1,1355529600,1,158,35,179,0,0,125,2,7,2,8,5,1,0,0,0,0,0,1
1959,0,2,18690.0,0,0,1356652800,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
1971,1,2,46463.0,1,1,1376784000,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0
1984,0,1,26646.0,1,0,1391990400,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0
1951,2,1,47352.0,0,1,1365638400,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0
1970,0,4,31880.0,1,0,1351641600,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0
1967,2,1,62513.0,0,1,1378684800,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0
1971,0,2,18793.0,1,0,1357948800,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0
1971,0,1,38232.0,1,1,1389916800,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0
1980,0,2,47850.0,1,0,1386028800,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0
1972,1,2,79930.0,0,0,1344384000,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0
1973,1,3,35860.0,1,1,1400457600,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0
1984,1,0,42710.0,1,0,1354060800,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0
1971,0,0,22804.0,1,0,1375228800,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0
1974,1,2,37087.0,1,0,1376179200,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0
1972,1,1,52247.25135379061,1,0,1393718400,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0
1965,0,2,44375.0,0,1,1395532800,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0
1967,1,0,40304.0,1,0,1380499200,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0
1962,0,2,71434.0,0,1,1379462400,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0
1988,0,0,34176.0,1,0,1399852800,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0
1945,1,0,45576.0,0,0,1401235200,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1
1990,0,0,34412.0,1,0,1360713600,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0
1956,0,0,60714.0,0,0,1358380800,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1
1985,0,2,19986.0,1,0,1384387200,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
1954,0,1,39898.0,0,1,1360627200,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0
1966,0,2,54198.0,1,1,1387238400,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0
1970,0,0,61209.0,0,0,1377388800,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0
1965,2,1,65735.0,1,1,1386374400,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0
1941,1,2,93027.0,0,0,1365811200,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0
1972,1,2,59973.0,0,0,1378857600,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0
1985,2,1,40101.0,1,0,1350172800,73,171,3,129,26,24,62,4,6,1,6,7,0,0,0,0,0,0,0
1949,0,4,72298.0,0,0,1394409600,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0
1951,2,3,57530.0,0,1,1381536000,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0
1966,0,2,80398.0,0,0,1352505600,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0
1952,0,3,51537.0,0,1,1355011200,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0
1969,2,2,79734.0,0,0,1403913600,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0
1969,0,0,81657.0,0,0,1390348800,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0
1971,1,4,47111.0,0,1,1347062400,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0
1970,0,0,67384.0,0,1,1352505600,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0
1967,0,1,32474.0,1,1,1399766400,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
1951,0,1,40689.0,0,1,1363564800,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0
1971,0,2,64722.0,1,0,1401062400,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0
1988,0,1,41883.0,1,0,1363651200,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0
1967,0,1,44931.0,0,1,1390003200,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0
1972,0,0,21359.0,1,0,1366416000,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1
1965,0,2,73538.0,0,1,1353801600,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0
1960,0,2,29440.0,1,1,1376179200,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,0
1963,0,3,68118.0,0,1,1382054400,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
1954,0,3,72071.0,0,1,1360800000,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0
1988,3,1,13724.0,1,0,1346371200,43,2,7,5,2,15,27,1,2,0,2,9,1,0,0,0,0,0,0
1989,4,2,59060.0,1,0,1389398400,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0
1960,2,1,83151.0,0,0,1349827200,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0
1954,0,1,39898.0,0,1,1360627200,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0
1971,0,2,35788.0,1,1,1390435200,34,23,2,11,3,1,4,2,2,0,3,6,0,0,0,0,0,0,0
1979,3,0,20194.0,1,0,1355702400,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0
1972,0,2,65685.0,0,1,1396051200,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
1980,0,2,61014.0,0,1,1344643200,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0
1978,0,2,28442.0,2,0,1393200000,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0
1971,4,2,54690.0,1,1,1383782400,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0
1972,0,2,80134.0,1,0,1369008000,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1
1978,0,0,28647.0,1,0,1377043200,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1
1971,0,1,74538.0,0,0,1372464000,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,1
1990,3,0,16185.0,1,0,1375660800,71,5,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,0,0
1972,4,1,50334.0,0,1,1374624000,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0
1965,0,1,47009.0,0,1,1380585600,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0
1959,0,2,18690.0,0,0,1356652800,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
1967,0,2,51479.0,1,1,1356652800,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0
1952,0,0,44213.0,1,1,1385683200,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0
1976,0,0,75825.0,0,0,1350000000,40,1032,105,779,137,105,51,0,5,8,9,4,1,0,0,0,0,0,1
1986,0,0,52247.25135379061,1,0,1361318400,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0,0,0,0,0
1977,0,2,72117.0,0,1,1376956800,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0
1986,0,2,32880.0,1,0,1354579200,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0
1966,0,2,44794.0,0,1,1402185600,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
1955,2,1,82384.0,0,0,1353283200,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,1
1950,2,3,63120.0,0,1,1348790400,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1
1978,1,2,46377.0,1,0,1393632000,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0
1970,0,3,58710.0,0,1,1364688000,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0
1970,2,1,79419.0,0,0,1403395200,96,751,127,687,20,15,31,1,4,6,4,2,0,0,0,0,0,0,0
1955,4,2,72635.0,0,0,1370217600,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0
1985,1,2,33454.0,1,0,1367971200,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0
1983,0,1,78687.0,0,0,1344470400,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1
1944,1,0,82716.0,0,0,1383609600,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0
1966,0,2,44529.0,0,1,1372982400,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0
1968,0,3,75693.0,0,0,1354752000,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1
1968,0,1,41728.0,1,0,1369353600,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0
1949,1,4,54356.0,0,1,1353283200,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1
1964,0,2,49096.0,1,1,1379980800,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0
1976,2,2,33181.0,1,0,1388707200,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0
1978,1,2,41014.0,1,0,1366588800,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0
1973,0,0,7500.0,1,0,1388016000,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0
1974,2,1,46014.0,1,1,1358726400,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0
1945,0,4,63285.0,0,0,1383609600,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0
1955,4,2,62972.0,0,1,1343952000,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0
1965,4,2,76800.0,0,0,1394236800,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0
1978,0,2,51267.0,1,1,1383004800,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0
1958,0,3,79803.0,0,1,1401667200,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0
1949,2,2,36408.0,1,1,1379721600,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0
1969,1,2,56242.0,0,1,1362268800,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0
1950,0,1,28320.0,0,1,1358121600,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0
1952,0,3,82623.0,0,0,1384041600,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0
1953,0,2,70503.0,0,0,1348963200,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0
1971,0,1,38590.0,1,0,1368576000,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0
1947,2,1,77632.0,0,0,1362873600,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1
1988,0,0,25008.0,1,0,1391299200,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0
1962,0,2,65316.0,1,1,1366761600,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0
1995,4,0,83257.0,0,0,1347926400,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1
1948,1,2,61467.0,0,2,1355011200,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0
1957,1,2,75283.0,1,2,1364342400,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0
1958,0,1,46610.0,0,0,1374105600,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0
1966,0,2,61286.0,0,1,1375401600,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0
1982,2,0,75777.0,0,0,1372896000,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,1
1961,0,2,27116.0,1,1,1393718400,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0
1973,2,1,52247.25135379061,0,0,1385164800,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0
1974,1,1,45068.0,0,1,1368662400,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
1968,0,1,58554.0,1,1,1348617600,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0
1957,0,1,21994.0,0,1,1356307200,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0
1981,3,2,24480.0,1,0,1360540800,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0
1977,4,3,59601.0,0,1,1374710400,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0
1948,1,1,46681.0,0,2,1381190400,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0
1956,4,1,54342.0,1,1,1372809600,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0
1983,2,2,27100.0,1,0,1365120000,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0
1956,2,0,55284.0,0,1,1356307200,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0
1965,1,2,84618.0,0,0,1385078400,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0
1962,0,0,57967.0,0,1,1362268800,39,229,7,137,4,0,91,5,4,2,8,5,0,0,0,0,0,0,0
1979,0,1,77298.0,0,1,1383350400,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0
1957,0,1,21994.0,0,1,1356307200,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0
1965,4,1,71488.0,0,0,1361145600,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0
1965,1,0,40637.0,1,1,1374019200,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0
1977,0,0,35790.0,1,0,1357084800,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0
1990,4,2,24683.0,1,0,1394236800,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0
1958,0,1,69096.0,0,1,1380240000,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0
1981,0,1,56386.0,1,1,1351296000,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0
